Step,AgentID,FirmType,Profit,IncomeBracket,NumPeople,SpendRatio,IncomeTaxRate,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare
40,2,necessity,-2672078.8091120287,,,,,,,,,
40,3,necessity,-1628235.2042909632,,,,,,,,,
40,4,necessity,-2052076.928370357,,,,,,,,,
40,5,necessity,-3251684.4266378633,,,,,,,,,
40,6,necessity,-2513530.3433803036,,,,,,,,,
40,7,necessity,-2531202.043823141,,,,,,,,,
40,8,necessity,-2564765.6649194574,,,,,,,,,
40,9,necessity,-1605548.4690307248,,,,,,,,,
40,10,necessity,-2723607.7201912757,,,,,,,,,
40,11,necessity,-2535200.0504547204,,,,,,,,,
40,12,necessity,-1587850.5756606157,,,,,,,,,
40,13,necessity,-1651115.1388065564,,,,,,,,,
40,14,necessity,-2900132.329001141,,,,,,,,,
40,15,necessity,-2490085.9601390543,,,,,,,,,
40,16,necessity,-1647974.5157347606,,,,,,,,,
40,17,necessity,-1947231.2689229595,,,,,,,,,
40,18,necessity,-2048408.697851316,,,,,,,,,
40,19,necessity,-1829964.1047756847,,,,,,,,,
40,20,necessity,-3080091.6759013557,,,,,,,,,
40,21,necessity,-2545819.1718588374,,,,,,,,,
40,22,necessity,-2518242.7207720224,,,,,,,,,
40,23,necessity,-1372078.3449320227,,,,,,,,,
40,24,necessity,-1175530.1865281698,,,,,,,,,
40,25,necessity,-1505225.8795686262,,,,,,,,,
40,26,necessity,-1662602.5079018916,,,,,,,,,
40,27,necessity,-1742049.232226309,,,,,,,,,
40,28,necessity,-2471282.148810977,,,,,,,,,
40,29,necessity,-2904601.4316861858,,,,,,,,,
40,30,necessity,-1603428.3719318332,,,,,,,,,
40,31,necessity,-2568771.2327886634,,,,,,,,,
40,32,luxury,-851919.4744617977,,,,,,,,,
40,33,luxury,-891679.9541593319,,,,,,,,,
40,34,luxury,-927607.8817925256,,,,,,,,,
40,35,luxury,-1534545.9553649428,,,,,,,,,
40,36,luxury,-2407507.2406302956,,,,,,,,,
40,37,luxury,-1448826.348885984,,,,,,,,,
40,38,luxury,-2404973.1340044285,,,,,,,,,
40,39,luxury,-1370921.5568438442,,,,,,,,,
40,40,luxury,-1868148.8139021436,,,,,,,,,
40,41,luxury,-1378378.9417461217,,,,,,,,,
40,42,luxury,-2142438.1299845157,,,,,,,,,
40,43,luxury,-1509102.8508328032,,,,,,,,,
40,44,luxury,-655448.8107511632,,,,,,,,,
40,45,luxury,-2731521.2572935433,,,,,,,,,
40,46,luxury,-611853.4681966422,,,,,,,,,
40,47,luxury,-1630173.6061861592,,,,,,,,,
40,48,luxury,-892780.7924915468,,,,,,,,,
40,49,luxury,-1653420.2902414391,,,,,,,,,
40,50,luxury,-1735107.6942824223,,,,,,,,,
40,51,luxury,-803207.7044223988,,,,,,,,,
41,2,necessity,-2672078.8091120287,,,,,,,,,
41,3,necessity,-1628235.2042909632,,,,,,,,,
41,4,necessity,-2052076.928370357,,,,,,,,,
41,5,necessity,-3251684.4266378633,,,,,,,,,
41,6,necessity,-2513530.3433803036,,,,,,,,,
41,7,necessity,-2531202.043823141,,,,,,,,,
41,8,necessity,-2564765.6649194574,,,,,,,,,
41,9,necessity,-1605548.4690307248,,,,,,,,,
41,10,necessity,-2723607.7201912757,,,,,,,,,
41,11,necessity,-2535200.0504547204,,,,,,,,,
41,12,necessity,-1587850.5756606157,,,,,,,,,
41,13,necessity,-1651115.1388065564,,,,,,,,,
41,14,necessity,-2900132.329001141,,,,,,,,,
41,15,necessity,-2490085.9601390543,,,,,,,,,
41,16,necessity,-1647974.5157347606,,,,,,,,,
41,17,necessity,-1947231.2689229595,,,,,,,,,
41,18,necessity,-2048408.697851316,,,,,,,,,
41,19,necessity,-1829964.1047756847,,,,,,,,,
41,20,necessity,-3080091.6759013557,,,,,,,,,
41,21,necessity,-2545819.1718588374,,,,,,,,,
41,22,necessity,-2518242.7207720224,,,,,,,,,
41,23,necessity,-1372078.3449320227,,,,,,,,,
41,24,necessity,-1175530.1865281698,,,,,,,,,
41,25,necessity,-1505225.8795686262,,,,,,,,,
41,26,necessity,-1662602.5079018916,,,,,,,,,
41,27,necessity,-1742049.232226309,,,,,,,,,
41,28,necessity,-2471282.148810977,,,,,,,,,
41,29,necessity,-2904601.4316861858,,,,,,,,,
41,30,necessity,-1603428.3719318332,,,,,,,,,
41,31,necessity,-2568771.2327886634,,,,,,,,,
41,32,luxury,-851919.4744617977,,,,,,,,,
41,33,luxury,-891679.9541593319,,,,,,,,,
41,34,luxury,-927607.8817925256,,,,,,,,,
41,35,luxury,-1534545.9553649428,,,,,,,,,
41,36,luxury,-2407507.2406302956,,,,,,,,,
41,37,luxury,-1448826.348885984,,,,,,,,,
41,38,luxury,-2404973.1340044285,,,,,,,,,
41,39,luxury,-1370921.5568438442,,,,,,,,,
41,40,luxury,-1868148.8139021436,,,,,,,,,
41,41,luxury,-1378378.9417461217,,,,,,,,,
41,42,luxury,-2142438.1299845157,,,,,,,,,
41,43,luxury,-1509102.8508328032,,,,,,,,,
41,44,luxury,-655448.8107511632,,,,,,,,,
41,45,luxury,-2731521.2572935433,,,,,,,,,
41,46,luxury,-611853.4681966422,,,,,,,,,
41,47,luxury,-1630173.6061861592,,,,,,,,,
41,48,luxury,-892780.7924915468,,,,,,,,,
41,49,luxury,-1653420.2902414391,,,,,,,,,
41,50,luxury,-1735107.6942824223,,,,,,,,,
41,51,luxury,-803207.7044223988,,,,,,,,,
42,2,necessity,-2672078.8091120287,,,,,,,,,
42,3,necessity,-1628235.2042909632,,,,,,,,,
42,4,necessity,-2052076.928370357,,,,,,,,,
42,5,necessity,-3251684.4266378633,,,,,,,,,
42,6,necessity,-2513530.3433803036,,,,,,,,,
42,7,necessity,-2531202.043823141,,,,,,,,,
42,8,necessity,-2564765.6649194574,,,,,,,,,
42,9,necessity,-1605548.4690307248,,,,,,,,,
42,10,necessity,-2723607.7201912757,,,,,,,,,
42,11,necessity,-2535200.0504547204,,,,,,,,,
42,12,necessity,-1587850.5756606157,,,,,,,,,
42,13,necessity,-1651115.1388065564,,,,,,,,,
42,14,necessity,-2900132.329001141,,,,,,,,,
42,15,necessity,-2490085.9601390543,,,,,,,,,
42,16,necessity,-1647974.5157347606,,,,,,,,,
42,17,necessity,-1947231.2689229595,,,,,,,,,
42,18,necessity,-2048408.697851316,,,,,,,,,
42,19,necessity,-1829964.1047756847,,,,,,,,,
42,20,necessity,-3080091.6759013557,,,,,,,,,
42,21,necessity,-2545819.1718588374,,,,,,,,,
42,22,necessity,-2518242.7207720224,,,,,,,,,
42,23,necessity,-1372078.3449320227,,,,,,,,,
42,24,necessity,-1175530.1865281698,,,,,,,,,
42,25,necessity,-1505225.8795686262,,,,,,,,,
42,26,necessity,-1662602.5079018916,,,,,,,,,
42,27,necessity,-1742049.232226309,,,,,,,,,
42,28,necessity,-2471282.148810977,,,,,,,,,
42,29,necessity,-2904601.4316861858,,,,,,,,,
42,30,necessity,-1603428.3719318332,,,,,,,,,
42,31,necessity,-2568771.2327886634,,,,,,,,,
42,32,luxury,-851919.4744617977,,,,,,,,,
42,33,luxury,-891679.9541593319,,,,,,,,,
42,34,luxury,-927607.8817925256,,,,,,,,,
42,35,luxury,-1534545.9553649428,,,,,,,,,
42,36,luxury,-2407507.2406302956,,,,,,,,,
42,37,luxury,-1448826.348885984,,,,,,,,,
42,38,luxury,-2404973.1340044285,,,,,,,,,
42,39,luxury,-1370921.5568438442,,,,,,,,,
42,40,luxury,-1868148.8139021436,,,,,,,,,
42,41,luxury,-1378378.9417461217,,,,,,,,,
42,42,luxury,-2142438.1299845157,,,,,,,,,
42,43,luxury,-1509102.8508328032,,,,,,,,,
42,44,luxury,-655448.8107511632,,,,,,,,,
42,45,luxury,-2731521.2572935433,,,,,,,,,
42,46,luxury,-611853.4681966422,,,,,,,,,
42,47,luxury,-1630173.6061861592,,,,,,,,,
42,48,luxury,-892780.7924915468,,,,,,,,,
42,49,luxury,-1653420.2902414391,,,,,,,,,
42,50,luxury,-1735107.6942824223,,,,,,,,,
42,51,luxury,-803207.7044223988,,,,,,,,,
43,2,necessity,-2672078.8091120287,,,,,,,,,
43,3,necessity,-1628235.2042909632,,,,,,,,,
43,4,necessity,-2052076.928370357,,,,,,,,,
43,5,necessity,-3251684.4266378633,,,,,,,,,
43,6,necessity,-2513530.3433803036,,,,,,,,,
43,7,necessity,-2531202.043823141,,,,,,,,,
43,8,necessity,-2564765.6649194574,,,,,,,,,
43,9,necessity,-1605548.4690307248,,,,,,,,,
43,10,necessity,-2723607.7201912757,,,,,,,,,
43,11,necessity,-2535200.0504547204,,,,,,,,,
43,12,necessity,-1587850.5756606157,,,,,,,,,
43,13,necessity,-1651115.1388065564,,,,,,,,,
43,14,necessity,-2900132.329001141,,,,,,,,,
43,15,necessity,-2490085.9601390543,,,,,,,,,
43,16,necessity,-1647974.5157347606,,,,,,,,,
43,17,necessity,-1947231.2689229595,,,,,,,,,
43,18,necessity,-2048408.697851316,,,,,,,,,
43,19,necessity,-1829964.1047756847,,,,,,,,,
43,20,necessity,-3080091.6759013557,,,,,,,,,
43,21,necessity,-2545819.1718588374,,,,,,,,,
43,22,necessity,-2518242.7207720224,,,,,,,,,
43,23,necessity,-1372078.3449320227,,,,,,,,,
43,24,necessity,-1175530.1865281698,,,,,,,,,
43,25,necessity,-1505225.8795686262,,,,,,,,,
43,26,necessity,-1662602.5079018916,,,,,,,,,
43,27,necessity,-1742049.232226309,,,,,,,,,
43,28,necessity,-2471282.148810977,,,,,,,,,
43,29,necessity,-2904601.4316861858,,,,,,,,,
43,30,necessity,-1603428.3719318332,,,,,,,,,
43,31,necessity,-2568771.2327886634,,,,,,,,,
43,32,luxury,-851919.4744617977,,,,,,,,,
43,33,luxury,-891679.9541593319,,,,,,,,,
43,34,luxury,-927607.8817925256,,,,,,,,,
43,35,luxury,-1534545.9553649428,,,,,,,,,
43,36,luxury,-2407507.2406302956,,,,,,,,,
43,37,luxury,-1448826.348885984,,,,,,,,,
43,38,luxury,-2404973.1340044285,,,,,,,,,
43,39,luxury,-1370921.5568438442,,,,,,,,,
43,40,luxury,-1868148.8139021436,,,,,,,,,
43,41,luxury,-1378378.9417461217,,,,,,,,,
43,42,luxury,-2142438.1299845157,,,,,,,,,
43,43,luxury,-1509102.8508328032,,,,,,,,,
43,44,luxury,-655448.8107511632,,,,,,,,,
43,45,luxury,-2731521.2572935433,,,,,,,,,
43,46,luxury,-611853.4681966422,,,,,,,,,
43,47,luxury,-1630173.6061861592,,,,,,,,,
43,48,luxury,-892780.7924915468,,,,,,,,,
43,49,luxury,-1653420.2902414391,,,,,,,,,
43,50,luxury,-1735107.6942824223,,,,,,,,,
43,51,luxury,-803207.7044223988,,,,,,,,,
44,2,necessity,-2672078.8091120287,,,,,,,,,
44,3,necessity,-1628235.2042909632,,,,,,,,,
44,4,necessity,-2052076.928370357,,,,,,,,,
44,5,necessity,-3251684.4266378633,,,,,,,,,
44,6,necessity,-2513530.3433803036,,,,,,,,,
44,7,necessity,-2531202.043823141,,,,,,,,,
44,8,necessity,-2564765.6649194574,,,,,,,,,
44,9,necessity,-1605548.4690307248,,,,,,,,,
44,10,necessity,-2723607.7201912757,,,,,,,,,
44,11,necessity,-2535200.0504547204,,,,,,,,,
44,12,necessity,-1587850.5756606157,,,,,,,,,
44,13,necessity,-1651115.1388065564,,,,,,,,,
44,14,necessity,-2900132.329001141,,,,,,,,,
44,15,necessity,-2490085.9601390543,,,,,,,,,
44,16,necessity,-1647974.5157347606,,,,,,,,,
44,17,necessity,-1947231.2689229595,,,,,,,,,
44,18,necessity,-2048408.697851316,,,,,,,,,
44,19,necessity,-1829964.1047756847,,,,,,,,,
44,20,necessity,-3080091.6759013557,,,,,,,,,
44,21,necessity,-2545819.1718588374,,,,,,,,,
44,22,necessity,-2518242.7207720224,,,,,,,,,
44,23,necessity,-1372078.3449320227,,,,,,,,,
44,24,necessity,-1175530.1865281698,,,,,,,,,
44,25,necessity,-1505225.8795686262,,,,,,,,,
44,26,necessity,-1662602.5079018916,,,,,,,,,
44,27,necessity,-1742049.232226309,,,,,,,,,
44,28,necessity,-2471282.148810977,,,,,,,,,
44,29,necessity,-2904601.4316861858,,,,,,,,,
44,30,necessity,-1603428.3719318332,,,,,,,,,
44,31,necessity,-2568771.2327886634,,,,,,,,,
44,32,luxury,-851919.4744617977,,,,,,,,,
44,33,luxury,-891679.9541593319,,,,,,,,,
44,34,luxury,-927607.8817925256,,,,,,,,,
44,35,luxury,-1534545.9553649428,,,,,,,,,
44,36,luxury,-2407507.2406302956,,,,,,,,,
44,37,luxury,-1448826.348885984,,,,,,,,,
44,38,luxury,-2404973.1340044285,,,,,,,,,
44,39,luxury,-1370921.5568438442,,,,,,,,,
44,40,luxury,-1868148.8139021436,,,,,,,,,
44,41,luxury,-1378378.9417461217,,,,,,,,,
44,42,luxury,-2142438.1299845157,,,,,,,,,
44,43,luxury,-1509102.8508328032,,,,,,,,,
44,44,luxury,-655448.8107511632,,,,,,,,,
44,45,luxury,-2731521.2572935433,,,,,,,,,
44,46,luxury,-611853.4681966422,,,,,,,,,
44,47,luxury,-1630173.6061861592,,,,,,,,,
44,48,luxury,-892780.7924915468,,,,,,,,,
44,49,luxury,-1653420.2902414391,,,,,,,,,
44,50,luxury,-1735107.6942824223,,,,,,,,,
44,51,luxury,-803207.7044223988,,,,,,,,,
45,2,necessity,-2672078.8091120287,,,,,,,,,
45,3,necessity,-1628235.2042909632,,,,,,,,,
45,4,necessity,-2052076.928370357,,,,,,,,,
45,5,necessity,-3251684.4266378633,,,,,,,,,
45,6,necessity,-2513530.3433803036,,,,,,,,,
45,7,necessity,-2531202.043823141,,,,,,,,,
45,8,necessity,-2564765.6649194574,,,,,,,,,
45,9,necessity,-1605548.4690307248,,,,,,,,,
45,10,necessity,-2723607.7201912757,,,,,,,,,
45,11,necessity,-2535200.0504547204,,,,,,,,,
45,12,necessity,-1587850.5756606157,,,,,,,,,
45,13,necessity,-1651115.1388065564,,,,,,,,,
45,14,necessity,-2900132.329001141,,,,,,,,,
45,15,necessity,-2490085.9601390543,,,,,,,,,
45,16,necessity,-1647974.5157347606,,,,,,,,,
45,17,necessity,-1947231.2689229595,,,,,,,,,
45,18,necessity,-2048408.697851316,,,,,,,,,
45,19,necessity,-1829964.1047756847,,,,,,,,,
45,20,necessity,-3080091.6759013557,,,,,,,,,
45,21,necessity,-2545819.1718588374,,,,,,,,,
45,22,necessity,-2518242.7207720224,,,,,,,,,
45,23,necessity,-1372078.3449320227,,,,,,,,,
45,24,necessity,-1175530.1865281698,,,,,,,,,
45,25,necessity,-1505225.8795686262,,,,,,,,,
45,26,necessity,-1662602.5079018916,,,,,,,,,
45,27,necessity,-1742049.232226309,,,,,,,,,
45,28,necessity,-2471282.148810977,,,,,,,,,
45,29,necessity,-2904601.4316861858,,,,,,,,,
45,30,necessity,-1603428.3719318332,,,,,,,,,
45,31,necessity,-2568771.2327886634,,,,,,,,,
45,32,luxury,-851919.4744617977,,,,,,,,,
45,33,luxury,-891679.9541593319,,,,,,,,,
45,34,luxury,-927607.8817925256,,,,,,,,,
45,35,luxury,-1534545.9553649428,,,,,,,,,
45,36,luxury,-2407507.2406302956,,,,,,,,,
45,37,luxury,-1448826.348885984,,,,,,,,,
45,38,luxury,-2404973.1340044285,,,,,,,,,
45,39,luxury,-1370921.5568438442,,,,,,,,,
45,40,luxury,-1868148.8139021436,,,,,,,,,
45,41,luxury,-1378378.9417461217,,,,,,,,,
45,42,luxury,-2142438.1299845157,,,,,,,,,
45,43,luxury,-1509102.8508328032,,,,,,,,,
45,44,luxury,-655448.8107511632,,,,,,,,,
45,45,luxury,-2731521.2572935433,,,,,,,,,
45,46,luxury,-611853.4681966422,,,,,,,,,
45,47,luxury,-1630173.6061861592,,,,,,,,,
45,48,luxury,-892780.7924915468,,,,,,,,,
45,49,luxury,-1653420.2902414391,,,,,,,,,
45,50,luxury,-1735107.6942824223,,,,,,,,,
45,51,luxury,-803207.7044223988,,,,,,,,,
46,2,necessity,-2672078.8091120287,,,,,,,,,
46,3,necessity,-1628235.2042909632,,,,,,,,,
46,4,necessity,-2052076.928370357,,,,,,,,,
46,5,necessity,-3251684.4266378633,,,,,,,,,
46,6,necessity,-2513530.3433803036,,,,,,,,,
46,7,necessity,-2531202.043823141,,,,,,,,,
46,8,necessity,-2564765.6649194574,,,,,,,,,
46,9,necessity,-1605548.4690307248,,,,,,,,,
46,10,necessity,-2723607.7201912757,,,,,,,,,
46,11,necessity,-2535200.0504547204,,,,,,,,,
46,12,necessity,-1587850.5756606157,,,,,,,,,
46,13,necessity,-1651115.1388065564,,,,,,,,,
46,14,necessity,-2900132.329001141,,,,,,,,,
46,15,necessity,-2490085.9601390543,,,,,,,,,
46,16,necessity,-1647974.5157347606,,,,,,,,,
46,17,necessity,-1947231.2689229595,,,,,,,,,
46,18,necessity,-2048408.697851316,,,,,,,,,
46,19,necessity,-1829964.1047756847,,,,,,,,,
46,20,necessity,-3080091.6759013557,,,,,,,,,
46,21,necessity,-2545819.1718588374,,,,,,,,,
46,22,necessity,-2518242.7207720224,,,,,,,,,
46,23,necessity,-1372078.3449320227,,,,,,,,,
46,24,necessity,-1175530.1865281698,,,,,,,,,
46,25,necessity,-1505225.8795686262,,,,,,,,,
46,26,necessity,-1662602.5079018916,,,,,,,,,
46,27,necessity,-1742049.232226309,,,,,,,,,
46,28,necessity,-2471282.148810977,,,,,,,,,
46,29,necessity,-2904601.4316861858,,,,,,,,,
46,30,necessity,-1603428.3719318332,,,,,,,,,
46,31,necessity,-2568771.2327886634,,,,,,,,,
46,32,luxury,-851919.4744617977,,,,,,,,,
46,33,luxury,-891679.9541593319,,,,,,,,,
46,34,luxury,-927607.8817925256,,,,,,,,,
46,35,luxury,-1534545.9553649428,,,,,,,,,
46,36,luxury,-2407507.2406302956,,,,,,,,,
46,37,luxury,-1448826.348885984,,,,,,,,,
46,38,luxury,-2404973.1340044285,,,,,,,,,
46,39,luxury,-1370921.5568438442,,,,,,,,,
46,40,luxury,-1868148.8139021436,,,,,,,,,
46,41,luxury,-1378378.9417461217,,,,,,,,,
46,42,luxury,-2142438.1299845157,,,,,,,,,
46,43,luxury,-1509102.8508328032,,,,,,,,,
46,44,luxury,-655448.8107511632,,,,,,,,,
46,45,luxury,-2731521.2572935433,,,,,,,,,
46,46,luxury,-611853.4681966422,,,,,,,,,
46,47,luxury,-1630173.6061861592,,,,,,,,,
46,48,luxury,-892780.7924915468,,,,,,,,,
46,49,luxury,-1653420.2902414391,,,,,,,,,
46,50,luxury,-1735107.6942824223,,,,,,,,,
46,51,luxury,-803207.7044223988,,,,,,,,,
47,2,necessity,-2672078.8091120287,,,,,,,,,
47,3,necessity,-1628235.2042909632,,,,,,,,,
47,4,necessity,-2052076.928370357,,,,,,,,,
47,5,necessity,-3251684.4266378633,,,,,,,,,
47,6,necessity,-2513530.3433803036,,,,,,,,,
47,7,necessity,-2531202.043823141,,,,,,,,,
47,8,necessity,-2564765.6649194574,,,,,,,,,
47,9,necessity,-1605548.4690307248,,,,,,,,,
47,10,necessity,-2723607.7201912757,,,,,,,,,
47,11,necessity,-2535200.0504547204,,,,,,,,,
47,12,necessity,-1587850.5756606157,,,,,,,,,
47,13,necessity,-1651115.1388065564,,,,,,,,,
47,14,necessity,-2900132.329001141,,,,,,,,,
47,15,necessity,-2490085.9601390543,,,,,,,,,
47,16,necessity,-1647974.5157347606,,,,,,,,,
47,17,necessity,-1947231.2689229595,,,,,,,,,
47,18,necessity,-2048408.697851316,,,,,,,,,
47,19,necessity,-1829964.1047756847,,,,,,,,,
47,20,necessity,-3080091.6759013557,,,,,,,,,
47,21,necessity,-2545819.1718588374,,,,,,,,,
47,22,necessity,-2518242.7207720224,,,,,,,,,
47,23,necessity,-1372078.3449320227,,,,,,,,,
47,24,necessity,-1175530.1865281698,,,,,,,,,
47,25,necessity,-1505225.8795686262,,,,,,,,,
47,26,necessity,-1662602.5079018916,,,,,,,,,
47,27,necessity,-1742049.232226309,,,,,,,,,
47,28,necessity,-2471282.148810977,,,,,,,,,
47,29,necessity,-2904601.4316861858,,,,,,,,,
47,30,necessity,-1603428.3719318332,,,,,,,,,
47,31,necessity,-2568771.2327886634,,,,,,,,,
47,32,luxury,-851919.4744617977,,,,,,,,,
47,33,luxury,-891679.9541593319,,,,,,,,,
47,34,luxury,-927607.8817925256,,,,,,,,,
47,35,luxury,-1534545.9553649428,,,,,,,,,
47,36,luxury,-2407507.2406302956,,,,,,,,,
47,37,luxury,-1448826.348885984,,,,,,,,,
47,38,luxury,-2404973.1340044285,,,,,,,,,
47,39,luxury,-1370921.5568438442,,,,,,,,,
47,40,luxury,-1868148.8139021436,,,,,,,,,
47,41,luxury,-1378378.9417461217,,,,,,,,,
47,42,luxury,-2142438.1299845157,,,,,,,,,
47,43,luxury,-1509102.8508328032,,,,,,,,,
47,44,luxury,-655448.8107511632,,,,,,,,,
47,45,luxury,-2731521.2572935433,,,,,,,,,
47,46,luxury,-611853.4681966422,,,,,,,,,
47,47,luxury,-1630173.6061861592,,,,,,,,,
47,48,luxury,-892780.7924915468,,,,,,,,,
47,49,luxury,-1653420.2902414391,,,,,,,,,
47,50,luxury,-1735107.6942824223,,,,,,,,,
47,51,luxury,-803207.7044223988,,,,,,,,,
48,2,necessity,-2672078.8091120287,,,,,,,,,
48,3,necessity,-1628235.2042909632,,,,,,,,,
48,4,necessity,-2052076.928370357,,,,,,,,,
48,5,necessity,-3251684.4266378633,,,,,,,,,
48,6,necessity,-2513530.3433803036,,,,,,,,,
48,7,necessity,-2531202.043823141,,,,,,,,,
48,8,necessity,-2564765.6649194574,,,,,,,,,
48,9,necessity,-1605548.4690307248,,,,,,,,,
48,10,necessity,-2723607.7201912757,,,,,,,,,
48,11,necessity,-2535200.0504547204,,,,,,,,,
48,12,necessity,-1587850.5756606157,,,,,,,,,
48,13,necessity,-1651115.1388065564,,,,,,,,,
48,14,necessity,-2900132.329001141,,,,,,,,,
48,15,necessity,-2490085.9601390543,,,,,,,,,
48,16,necessity,-1647974.5157347606,,,,,,,,,
48,17,necessity,-1947231.2689229595,,,,,,,,,
48,18,necessity,-2048408.697851316,,,,,,,,,
48,19,necessity,-1829964.1047756847,,,,,,,,,
48,20,necessity,-3080091.6759013557,,,,,,,,,
48,21,necessity,-2545819.1718588374,,,,,,,,,
48,22,necessity,-2518242.7207720224,,,,,,,,,
48,23,necessity,-1372078.3449320227,,,,,,,,,
48,24,necessity,-1175530.1865281698,,,,,,,,,
48,25,necessity,-1505225.8795686262,,,,,,,,,
48,26,necessity,-1662602.5079018916,,,,,,,,,
48,27,necessity,-1742049.232226309,,,,,,,,,
48,28,necessity,-2471282.148810977,,,,,,,,,
48,29,necessity,-2904601.4316861858,,,,,,,,,
48,30,necessity,-1603428.3719318332,,,,,,,,,
48,31,necessity,-2568771.2327886634,,,,,,,,,
48,32,luxury,-851919.4744617977,,,,,,,,,
48,33,luxury,-891679.9541593319,,,,,,,,,
48,34,luxury,-927607.8817925256,,,,,,,,,
48,35,luxury,-1534545.9553649428,,,,,,,,,
48,36,luxury,-2407507.2406302956,,,,,,,,,
48,37,luxury,-1448826.348885984,,,,,,,,,
48,38,luxury,-2404973.1340044285,,,,,,,,,
48,39,luxury,-1370921.5568438442,,,,,,,,,
48,40,luxury,-1868148.8139021436,,,,,,,,,
48,41,luxury,-1378378.9417461217,,,,,,,,,
48,42,luxury,-2142438.1299845157,,,,,,,,,
48,43,luxury,-1509102.8508328032,,,,,,,,,
48,44,luxury,-655448.8107511632,,,,,,,,,
48,45,luxury,-2731521.2572935433,,,,,,,,,
48,46,luxury,-611853.4681966422,,,,,,,,,
48,47,luxury,-1630173.6061861592,,,,,,,,,
48,48,luxury,-892780.7924915468,,,,,,,,,
48,49,luxury,-1653420.2902414391,,,,,,,,,
48,50,luxury,-1735107.6942824223,,,,,,,,,
48,51,luxury,-803207.7044223988,,,,,,,,,
49,2,necessity,-2672078.8091120287,,,,,,,,,
49,3,necessity,-1628235.2042909632,,,,,,,,,
49,4,necessity,-2052076.928370357,,,,,,,,,
49,5,necessity,-3251684.4266378633,,,,,,,,,
49,6,necessity,-2513530.3433803036,,,,,,,,,
49,7,necessity,-2531202.043823141,,,,,,,,,
49,8,necessity,-2564765.6649194574,,,,,,,,,
49,9,necessity,-1605548.4690307248,,,,,,,,,
49,10,necessity,-2723607.7201912757,,,,,,,,,
49,11,necessity,-2535200.0504547204,,,,,,,,,
49,12,necessity,-1587850.5756606157,,,,,,,,,
49,13,necessity,-1651115.1388065564,,,,,,,,,
49,14,necessity,-2900132.329001141,,,,,,,,,
49,15,necessity,-2490085.9601390543,,,,,,,,,
49,16,necessity,-1647974.5157347606,,,,,,,,,
49,17,necessity,-1947231.2689229595,,,,,,,,,
49,18,necessity,-2048408.697851316,,,,,,,,,
49,19,necessity,-1829964.1047756847,,,,,,,,,
49,20,necessity,-3080091.6759013557,,,,,,,,,
49,21,necessity,-2545819.1718588374,,,,,,,,,
49,22,necessity,-2518242.7207720224,,,,,,,,,
49,23,necessity,-1372078.3449320227,,,,,,,,,
49,24,necessity,-1175530.1865281698,,,,,,,,,
49,25,necessity,-1505225.8795686262,,,,,,,,,
49,26,necessity,-1662602.5079018916,,,,,,,,,
49,27,necessity,-1742049.232226309,,,,,,,,,
49,28,necessity,-2471282.148810977,,,,,,,,,
49,29,necessity,-2904601.4316861858,,,,,,,,,
49,30,necessity,-1603428.3719318332,,,,,,,,,
49,31,necessity,-2568771.2327886634,,,,,,,,,
49,32,luxury,-851919.4744617977,,,,,,,,,
49,33,luxury,-891679.9541593319,,,,,,,,,
49,34,luxury,-927607.8817925256,,,,,,,,,
49,35,luxury,-1534545.9553649428,,,,,,,,,
49,36,luxury,-2407507.2406302956,,,,,,,,,
49,37,luxury,-1448826.348885984,,,,,,,,,
49,38,luxury,-2404973.1340044285,,,,,,,,,
49,39,luxury,-1370921.5568438442,,,,,,,,,
49,40,luxury,-1868148.8139021436,,,,,,,,,
49,41,luxury,-1378378.9417461217,,,,,,,,,
49,42,luxury,-2142438.1299845157,,,,,,,,,
49,43,luxury,-1509102.8508328032,,,,,,,,,
49,44,luxury,-655448.8107511632,,,,,,,,,
49,45,luxury,-2731521.2572935433,,,,,,,,,
49,46,luxury,-611853.4681966422,,,,,,,,,
49,47,luxury,-1630173.6061861592,,,,,,,,,
49,48,luxury,-892780.7924915468,,,,,,,,,
49,49,luxury,-1653420.2902414391,,,,,,,,,
49,50,luxury,-1735107.6942824223,,,,,,,,,
49,51,luxury,-803207.7044223988,,,,,,,,,
50,2,necessity,-2672078.8091120287,,,,,,,,,
50,3,necessity,-1628235.2042909632,,,,,,,,,
50,4,necessity,-2052076.928370357,,,,,,,,,
50,5,necessity,-3251684.4266378633,,,,,,,,,
50,6,necessity,-2513530.3433803036,,,,,,,,,
50,7,necessity,-2531202.043823141,,,,,,,,,
50,8,necessity,-2564765.6649194574,,,,,,,,,
50,9,necessity,-1605548.4690307248,,,,,,,,,
50,10,necessity,-2723607.7201912757,,,,,,,,,
50,11,necessity,-2535200.0504547204,,,,,,,,,
50,12,necessity,-1587850.5756606157,,,,,,,,,
50,13,necessity,-1651115.1388065564,,,,,,,,,
50,14,necessity,-2900132.329001141,,,,,,,,,
50,15,necessity,-2490085.9601390543,,,,,,,,,
50,16,necessity,-1647974.5157347606,,,,,,,,,
50,17,necessity,-1947231.2689229595,,,,,,,,,
50,18,necessity,-2048408.697851316,,,,,,,,,
50,19,necessity,-1829964.1047756847,,,,,,,,,
50,20,necessity,-3080091.6759013557,,,,,,,,,
50,21,necessity,-2545819.1718588374,,,,,,,,,
