Step,AgentID,FirmType,Profit,Inventory,ProductPrice,RevenuePerEmployee,ProductionLevel,NumEmployees,DemandReceived,InventoryDemandRatio,SellThroughRate,ProductionCapacity,Revenue,Costs,Markup,ProducedUnits,UnmetDemand,Capital,IncomeBracket,NumPeople,SpendRatio,PostTaxIncome,HouseholdExpense,HouseholdSavings,HealthLevel,Welfare,SkillLevel,SkillType,JobLevel,IsEmployed,Wage
2,40,necessity,-2044400.5285513133,16414.4,10.185737022733846,0.0,0.8933527098060936,33.0,14174.0,,,16524.0,0.0,2044400.5285513133,2.5,14762.0,0.0,-2044400.5285513133,,,,,,,,,,,,0,
2,41,necessity,-2802692.281128193,9931.8,12.130585880267251,0.0,0.7885496295786081,49.0,4760.0,,,11178.0,0.0,2802692.281128193,2.5,8814.0,0.0,-2802692.281128193,,,,,,,,,,,,0,
2,42,necessity,-2510010.8334524925,12529.8,6.250327798670203,0.0,0.8330871718427098,40.0,106852.0,,,13428.0,0.0,2510010.8334524925,2.5,11187.0,0.0,-2510010.8334524925,,,,,,,,,,,,0,
2,43,necessity,-1198551.450451061,12381.6,10.244023528538598,0.0,0.7385293288902322,19.0,22548.0,,,14766.0,0.0,1198551.450451061,2.5,10905.0,0.0,-1198551.450451061,,,,,,,,,,,,0,
2,44,necessity,-1273355.7829803512,12058.5,6.254173269256141,0.0,0.6946190566305841,21.0,89503.0,,,15175.0,0.0,1273355.7829803512,2.5,10541.0,0.0,-1273355.7829803512,,,,,,,,,,,,0,
2,45,necessity,-3247071.800325734,13295.8,10.569315502975007,0.0,0.6211063126978766,50.0,0.0,,,18438.0,0.0,3247071.800325734,2.5,11452.0,0.0,-3247071.800325734,,,,,,,,,,,,0,
2,46,necessity,-2038337.1258891514,13461.2,7.559314134306842,0.0,0.7147433848713687,33.0,3819.0,,,16522.0,0.0,2038337.1258891514,2.5,11809.0,0.0,-2038337.1258891514,,,,,,,,,,,,0,
2,47,necessity,-1561990.526434951,14820.5,6.8836860013923316,0.0,0.7946994084635279,26.0,8389.0,,,16565.0,0.0,1561990.526434951,2.5,13164.0,0.0,-1561990.526434951,,,,,,,,,,,,0,
2,48,necessity,-1922676.797681685,9838.4,9.523053029379723,0.0,0.7719244099797722,30.0,15160.0,,,11284.0,0.0,1922676.797681685,2.5,8710.0,0.0,-1922676.797681685,,,,,,,,,,,,0,
2,49,necessity,-3012054.6096012094,13798.0,10.522837429515349,0.0,0.8555147410905157,47.0,5488.0,,,14440.0,0.0,3012054.6096012094,2.5,12354.0,0.0,-3012054.6096012094,,,,,,,,,,,,0,
2,50,necessity,-1248365.232543133,18164.7,9.202058755406043,0.0,0.7940486955563986,20.0,0.0,,,20317.0,0.0,1248365.232543133,2.5,16133.0,0.0,-1248365.232543133,,,,,,,,,,,,0,
